"Division","Game ID","Date","Time","Venue","Home Team","Away Team","Game Status"
"U9 - C","HLU9C003","2021-10-02","08:00","POTVIN HALF ICE 2","GLOUCESTER CENTRE COUGARS U9C1","LEITRIM HAWKS U9 C1",""
"U9 - C","HLU9C002","2021-10-02","08:00","POTVIN HALF ICE 1","ORLEANS RUSH U9 C1","BLACKBURN STINGERS 9C1",""
"U9 - B","HLU9B004","2021-10-02","09:00","POTVIN HALF ICE 2","GLOUCESTER CENTRE COUGARS U9 B1","METCALFE JETS U9 B2",""
"U9 - B","HLU9B003","2021-10-02","09:00","POTVIN HALF ICE 1","BLACKBURN STINGERS U9 B1","RUSSELL WARRIORS U9 B1",""
"U13 - B","HLU13B01","2021-10-02","10:00","POTVIN","GLOUCESTER CENTRE COUGARS U13B2 (5)","LEITRIM HAWKS U13 B1 (1)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B101","2021-10-02","11:00","POTVIN","GLOUCESTER CENTRE COUGARS U15B1 (3)","BLACKBURN STINGERS U15 B1 (2)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B001","2021-10-02","12:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 B3","METCALFE JETS U9 B3",""
"U9 - C","HLU9C001","2021-10-02","12:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 C2","METCALFE JETS U9 C2",""
"U9 - A","HLU9A001","2021-10-02","13:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 A1","RUSSELL WARRIORS U9 A1",""
"U9 - B","HLU9B002","2021-10-02","13:30","BARRETT WEST HALF ICE 1","METCALFE JETS U9 B1","LEITRIM HAWKS U9 B4",""
"U13 - C","HLU13C01","2021-10-02","14:30","BARRETT WEST","LEITRIM HAWKS U13 C1 (1)","BLACKBURN STINGERS U13 C1 (9)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B02","2021-10-02","15:30","BARRETT WEST","LEITRIM HAWKS U13 B3 (1)","RUSSELL WARRIORS U13 B1 (5)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C02","2021-10-02","16:00","SENECAL","ORLEANS RUSH U13 C1 (7)","METCALFE JETS U13 C1 (1)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B03","2021-10-02","16:30","BARRETT WEST","LEITRIM HAWKS U13 B2 (0)","METCALFE JETS U13 B1 (10)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B04","2021-10-02","17:00","SENECAL","ORLEANS RUSH U13 B1 (2)","METCALFE JETS U13 B2 (4)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A01","2021-10-02","17:30","BARRETT WEST","LEITRIM HAWKS U13 A2 (6)","BLACKBURN STINGERS U13 A1 (4)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B05","2021-10-02","18:00","SENECAL","ORLEANS RUSH U13 B2 (4)","GLOUCESTER CENTRE COUGARS U13B1 (2)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A02","2021-10-02","18:30","BARRETT WEST","LEITRIM HAWKS U13 A1 (3)","METCALFE JETS U13 A1 (3)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B102","2021-10-02","18:30","MANLEY","ORLEANS RUSH U15 B1 (4)","LEITRIM HAWKS U15 B1 (5)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B201","2021-10-02","19:30","BARRETT WEST","METCALFE JETS U15 B2 (2)","ORLEANS RUSH U15 B3 (0)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A01","2021-10-02","19:30","MANLEY","ORLEANS RUSH U15 A1 (1)","BLACKBURN STINGERS U15 A1 (3)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A03","2021-10-02","20:30","MANLEY","GLOUCESTER CENTRE COUGARS U15A1 (5)","METCALFE JETS U15 A1 (3)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A02","2021-10-02","20:30","BARRETT WEST","LEITRIM HAWKS U15 A2 (7)","RUSSELL WARRIORS U15 A1 (1)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B06","2021-10-03","11:00","BLACKBURN","BLACKBURN STINGERS U13 B1 (10)","METCALFE JETS U13 B1 (5)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B005","2021-10-03","11:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 B1","RUSSELL WARRIORS U9 B2",""
"U9 - C","HLU9C004","2021-10-03","11:30","BARRETT WEST HALF ICE 2","METCALFE JETS U9 C1","RUSSELL WARRIORS U9 C1",""
"U9 - B","HLU9B007","2021-10-03","12:00","POTVIN HALF ICE 2","ORLEANS RUSH U9 B2","METCALFE JETS U9 B1",""
"U9 - B","HLU9B006","2021-10-03","12:00","POTVIN HALF ICE 1","BLACKBURN STINGERS U9 B2","LEITRIM HAWKS U9 B2",""
"U15 - B2","HLU15B202","2021-10-03","12:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U15 B2 (6)","LEITRIM HAWKS U15 B2 (5)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C03","2021-10-03","12:30","BARRETT WEST","METCALFE JETS U13 C1 (0)","RUSSELL WARRIORS U13 C1 (12)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B008","2021-10-03","13:00","POTVIN HALF ICE 2","ORLEANS RUSH U9 B1","LEITRIM HAWKS U9 B4",""
"U9 - A","HLU9A002","2021-10-03","13:00","POTVIN HALF ICE 1","BLACKURN STINGERS U9 A1","ORLEANS RUSH U9 A1",""
"U13 - B","HLU13B07","2021-10-03","13:30","BARRETT WEST","METCALFE JETS U13 B2 (2)","RUSSELL WARRIORS U13 B1 (3)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B08","2021-10-03","14:00","POTVIN","GLOUCESTER CENTRE COUGARS U13B2 (3)","LEITRIM HAWKS U13 B3 (3)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A03","2021-10-03","14:30","BARRETT WEST","METCALFE JETS U13 A1 (3)","BLACKBURN STINGERS U13 A1 (1)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C04","2021-10-03","14:30","MANLEY","BLACKBURN STINGERS U13 C1 (4)","ORLEANS RUSH U13 C1 (3)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B103","2021-10-03","15:30","MANLEY","GLOUCESTER CENTRE COUGARS U15B1 (3)","METCALFE JETS U15 B1 (0)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A04","2021-10-03","15:30","BARRETT WEST","LEITRIM HAWKS U15 A1 (9)","ORLEANS RUSH U15 A1 (0)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B104","2021-10-03","16:30","MANLEY","ORLEANS RUSH U15 B1 (1)","LEITRIM HAWKS U15 B4 (7)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B203","2021-10-03","17:30","MANLEY","ORLEANS RUSH U15 B3 (4)","ORLEANS RUSH U15 B2 (0)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B204","2021-10-03","18:30","MANLEY","BLACKBURN STINGERS U15 B2 (2)","LEITRIM HAWKS U15 B3 (1)","Game Results Entered & Game Sheet Received"
"U21","HLU21B02","2021-10-03","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B1 (2)","GLOUCESTER CENTRE COUGARS U21B (17)","Game Results Entered & Game Sheet Received"
"U21","HLU21B01","2021-10-03","19:30","CLARENCE","CLARENCE CASTORS U21 B1 (2)","LEITRIM HAWKS U21 B2 (4)","Game Results Entered & Game Sheet Received"
"U21","HLU21B03","2021-10-04","21:00","BARRETT WEST","LEITRIM HAWKS U21 B2 (2)","LEITRIM HAWKS U21 B1 (4)","Game Results Entered & Game Sheet Received"
"U21","HLU21B04","2021-10-06","20:30","BARRETT WEST","LEITRIM HAWKS U21 B1 (5)","CUMBERLAND GRADS U21 B2 (3)","Game Results Entered & Game Sheet Received"
"U21","HLU21B05","2021-10-07","20:30","METCALFE","METCALFE JETS U21 B1 (7)","RUSSELL WARRIORS U21 B1 (8)","Game Results Entered & Game Sheet Received"
"U9 - A","HLU9A003","2021-10-09","08:00","POTVIN HALF ICE 2","ORLEANS RUSH U9 A1","LEITRIM HAWKS U9 A2",""
"U9 - C","HLU9C007","2021-10-09","08:00","POTVIN HALF ICE 1","BLACKBURN STINGERS 9C1","LEITRIM HAWKS U9 C2",""
"U9 - B","HLU9B011","2021-10-09","09:00","POTVIN HALF ICE 1","BLACKBURN STINGERS U9 B1","LEITRIM HAWKS U9 B4",""
"U9 - A","HLU9A004","2021-10-09","09:00","POTVIN HALF ICE 2","BLACKURN STINGERS U9 A1","LEITRIM HAWKS U9 A1",""
"U13 - C","HLU13C05","2021-10-09","11:00","RUSSELL","RUSSELL WARRIORS U13 C1 (3)","ORLEANS RUSH U13 C1 (3)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B11","2021-10-09","12:00","RUSSELL","RUSSELL WARRIORS U13 B1 (3)","BLACKBURN STINGERS U13 B1 (2)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B107","2021-10-09","13:00","RUSSELL","RUSSELL WARRIORS U15 B1 (1)","METCALFE JETS U15 B1 (3)","Game Results Entered & Game Sheet Received"
"U9 - C","HLU9C006","2021-10-09","13:00","METCALFE HALF ICE 2","METCALFE JETS U9 C1","GLOUCESTER CENTRE COUGARS U9C1",""
"U9 - C","HLU9C005","2021-10-09","13:00","METCALFE HALF ICE 1","METCALFE JETS U9 C2","ORLEANS RUSH U9 C1",""
"U13 - B","HLU13B09","2021-10-09","13:30","BARRETT WEST","LEITRIM HAWKS U13 B1 (3)","ORLEANS RUSH U13 B1 (7)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B010","2021-10-09","14:00","METCALFE HALF ICE 2","METCALFE JETS U9 B3","ORLEANS RUSH U9 B2",""
"U9 - B","HLU9B009","2021-10-09","14:00","METCALFE HALF ICE 1","METCALFE JETS U9 B1","LEITRIM HAWKS U9 B3",""
"U13 - B","HLU13B10","2021-10-09","14:30","BARRETT WEST","LEITRIM HAWKS U13 B2 (0)","ORLEANS RUSH U13 B2 (8)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B105","2021-10-09","15:30","BARRETT WEST","LEITRIM HAWKS U15 B1 (1)","GLOUCESTER CENTRE COUGARS U15B1 (5)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A07","2021-10-09","16:00","METCALFE","METCALFE JETS U15 A1 (1)","LEITRIM HAWKS U15 A2 (2)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A04","2021-10-09","17:00","SENECAL","ORLEANS RUSH U13 A1 (1)","LEITRIM HAWKS U13 A1 (1)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B205","2021-10-09","17:00","BLACKBURN","LEITRIM HAWKS U15 B2 (5)","METCALFE JETS U15 B2 (6)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B106","2021-10-09","18:00","BLACKBURN","BLACKBURN STINGERS U15 B1 (7)","ORLEANS RUSH U15 B1 (0)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B207","2021-10-09","18:00","SENECAL","ORLEANS RUSH U15 B2 (3)","LEITRIM HAWKS U15 B3 (1)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B206","2021-10-09","19:00","BLACKBURN","BLACKBURN STINGERS U15 B2 (2)","GLOUCESTER CENTRE COUGARS U15 B2 (3)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A05","2021-10-09","20:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U15A1 (3)","RUSSELL WARRIORS U15 A1 (1)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A06","2021-10-09","21:00","BLACKBURN","BLACKBURN STINGERS U15 A1 (2)","LEITRIM HAWKS U15 A1 (3)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B015","2021-10-10","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 B1","BLACKBURN STINGERS U9 B2",""
"U9 - A","HLU9A005","2021-10-10","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 A1","METCALFE JETS U9 A1",""
"U15 - A","HLU15A08","2021-10-10","10:00","RUSSELL","RUSSELL WARRIORS U15 A1 (1)","ORLEANS RUSH U15 A1 (1)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B103","2021-10-10","11:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U11 B2 (11)","LEITRIM HAWKS U11 B1 (0)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B013","2021-10-10","11:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B4","RUSSELL WARRIORS U9 B2",""
"U9 - C","HLU9C008","2021-10-10","11:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 C1","RUSSELL WARRIORS U9 C1",""
"U11 - B","HLU11B104","2021-10-10","12:00","BLACKBURN","ORLEANS RUSH U11 B2 (2)","METCALFE JETS U11 B1 (2)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B014","2021-10-10","12:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B1","BLACKBURN STINGERS U9 B1",""
"U9 - B","HLU9B012","2021-10-10","12:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 B2","GLOUCESTER CENTRE COUGARS U9 B1",""
"U11 - A","HLU11A01","2021-10-10","13:00","ARMSTRONG","ORLEANS RUSH U11 A1 (4)","RUSSELL WARRIORS U11 A1 (6)","Game Results Entered & Game Sheet Received"
"U11 - C","HLU11C01","2021-10-10","13:30","BARRETT WEST","LEITRIM HAWKS U11 C1 (0)","BLACKBURN STINGERS U11 C1 (6)","Game Results Entered & Game Sheet Received"
"U11 - A","HLU11A02","2021-10-10","14:00","ARMSTRONG","LEITRIM HAWKS U11 A1 (4)","METCALFE JETS U11 A1 (2)","Game Results Entered & Game Sheet Received"
"U11 - C","HLU11C02","2021-10-10","14:00","RUSSELL","RUSSELL WARRIORS U11 C1 (6)","ORLEANS RUSH U11 C1 (3)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B101","2021-10-10","14:30","BARRETT WEST","LEITRIM HAWKS U11 B2 (4)","METCALFE JETS U11 B2 (2)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B102","2021-10-10","15:30","BARRETT WEST","LEITRIM HAWKS U11 B3 (1)","GLOUCESTER CENTRE COUGARS U11 B1 (12)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C07","2021-10-10","16:00","ARMSTRONG","BLACKBURN STINGERS U13 C1 (6)","EMBRUN PANTHERS U13 C1 (4)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B13","2021-10-10","16:00","METCALFE","METCALFE JETS U13 B1","LEITRIM HAWKS U13 B3","Game Results Need to be Entered"
"U13 - A","HLU13A06","2021-10-10","17:00","METCALFE","METCALFE JETS U13 A1 (3)","LEITRIM HAWKS U13 A2 (7)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B108","2021-10-10","18:00","METCALFE","METCALFE JETS U15 B1 (3)","RUSSELL WARRIORS U15 B1 (6)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A05","2021-10-10","18:00","BLACKBURN","BLACKBURN STINGERS U13 A1 (1)","ORLEANS RUSH U13 A1 (5)","Game Results Entered & Game Sheet Received"
"U21","HLU21B06","2021-10-11","21:00","BARRETT WEST","LEITRIM HAWKS U21 B1 (4)","METCALFE JETS U21 B1 (3)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18201","2021-10-12","20:00","METCALFE","METCALFE JETS U18 B2 (4)","METCALFE JETS U18 B3 (4)","Game Results Entered & Game Sheet Received"
"U21","HLU21B07","2021-10-12","20:30","RUSSELL","RUSSELL WARRIORS U21 B1 (2)","LEITRIM HAWKS U21 B1 (5)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18202","2021-10-12","20:30","BARRETT WEST","LEITRIM HAWKS U18 B2 (1)","LEITRIM HAWKS U18 B4 (2)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A001","2021-10-12","21:00","METCALFE","METCALFE JETS U18 A1 (4)","GLOUCESTER CENTRE COUGARS U18 A1 (3)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A002","2021-10-12","21:30","BARRETT WEST","LEITRIM HAWKS U18 A2 (4)","BLACKBURN STINGERS U18 A1 (2)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A09","2021-10-13","18:30","BARRETT WEST","LEITRIM HAWKS U15 A1 (6)","RUSSELL WARRIORS U15 A1 (3)","Game Results Entered & Game Sheet Received"
"U21","HLU21B08","2021-10-13","21:00","BARRETT WEST","LEITRIM HAWKS U21 B2 (2)","CLARENCE CASTORS U21 B1 (1)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B109","2021-10-15","18:00","METCALFE","METCALFE JETS U15 B1 (3)","LEITRIM HAWKS U15 B1 (3)","Game Results Entered & Game Sheet Received"
"U11 - C","HLU11C03","2021-10-15","19:00","POTVIN","ORLEANS RUSH U11 C1 (3)","METCALFE JETS U11 C1 (5)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A10","2021-10-15","19:00","METCALFE","METCALFE JETS U15 A1 (2)","RUSSELL WARRIORS U15 A1 (2)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18203","2021-10-15","19:00","RUSSELL","RUSSELL WARRIORS U18 B2 (5)","GLOUCESTER CENTRE COUGARS U18 B1 (0)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B102","2021-10-15","20:00","SENECAL","ORLEANS RUSH U18 B3 (3)","RUSSELL WARRIORS U18 B1 (0)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B101","2021-10-15","20:00","POTVIN","ORLEANS RUSH U18 B1 (2)","LEITRIM HAWKS U18 B3 (2)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A003","2021-10-15","20:00","RUSSELL","RUSSELL WARRIORS U18 A1 (4)","GLOUCESTER CENTRE COUGARS U18 A1 (0)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B103","2021-10-15","20:30","BARRETT WEST","LEITRIM HAWKS U18 B5 (2)","METCALFE JETS U18 B1 (1)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B104","2021-10-15","21:00","POTVIN","BLACKBURN STINGERS U18 B1 (0)","LEITRIM HAWKS U18 B1 (2)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A004","2021-10-15","21:00","SENECAL","ORLEANS RUSH U18 A1 (2)","LEITRIM HAWKS U18 A2 (2)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18204","2021-10-15","21:00","BLACKBURN","BLACKBURN STINGERS U18 B2 (1)","ORLEANS RUSH U18 B2 (4)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A005","2021-10-15","21:30","BARRETT WEST","LEITRIM HAWKS U18 A1 (5)","METCALFE JETS U18 A1 (0)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B018","2021-10-16","08:00","POTVIN HALF ICE 2","BLACKBURN STINGERS U9 B2","METCALFE JETS U9 B2",""
"U9 - B","HLU9B017","2021-10-16","08:00","POTVIN HALF ICE 1","GLOUCESTER CENTRE COUGARS U9 B1","ORLEANS RUSH U9 B1",""
"U9 - C","HLU9C010","2021-10-16","09:00","POTVIN HALF ICE 2","ORLEANS RUSH U9 C1","LEITRIM HAWKS U9 C1",""
"U9 - C","HLU9C009","2021-10-16","09:00","POTVIN HALF ICE 1","GLOUCESTER CENTRE COUGARS U9C1","BLACKBURN STINGERS 9C1",""
"U11 - B","HLU11B105","2021-10-16","11:00","ARMSTRONG","LEITRIM HAWKS U11 B3 (2)","LEITRIM HAWKS U11 B1 (1)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B016","2021-10-16","13:00","METCALFE HALF ICE 1","METCALFE JETS U9 B3","RUSSELL WARRIORS U9 B1",""
"U9 - A","HLU9A006","2021-10-16","13:00","METCALFE HALF ICE 2","METCALFE JETS U9 A1","BLACKURN STINGERS U9 A1",""
"U13 - B","HLU13B14","2021-10-16","13:30","BARRETT WEST","LEITRIM HAWKS U13 B3 (4)","GLOUCESTER CENTRE COUGARS U13B1 (7)","Game Results Entered & Game Sheet Received"
"U11 - C","HLU11C05","2021-10-16","14:00","SENECAL","ORLEANS RUSH U11 C1 (4)","LEITRIM HAWKS U11 C1 (0)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B15","2021-10-16","14:30","BARRETT WEST","LEITRIM HAWKS U13 B1 (5)","LEITRIM HAWKS U13 B2 (1)","Game Results Entered & Game Sheet Received"
"U11 - C","HLU11C04","2021-10-16","15:00","METCALFE","METCALFE JETS U11 C1 (0)","RUSSELL WARRIORS U11 C1 (10)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B16","2021-10-16","15:00","SENECAL","ORLEANS RUSH U13 B1 (2)","METCALFE JETS U13 B1 (6)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C08","2021-10-16","15:30","BARRETT WEST","LEITRIM HAWKS U13 C1 (0)","ORLEANS RUSH U13 C1 (3)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B107","2021-10-16","16:00","METCALFE","METCALFE JETS U11 B1 (1)","ORLEANS RUSH U11 B2 (6)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A006","2021-10-16","16:00","BLACKBURN","BLACKBURN STINGERS U18 A1 (0)","ORLEANS RUSH U18 A1 (2)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B17","2021-10-16","16:00","SENECAL","ORLEANS RUSH U13 B2 (5)","METCALFE JETS U13 B2 (1)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A07","2021-10-16","16:30","BARRETT WEST","LEITRIM HAWKS U13 A1 (2)","BLACKBURN STINGERS U13 A1 (1)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B106","2021-10-16","17:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U11 B1 (12)","ORLEANS RUSH U11 B1 (0)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B209","2021-10-16","17:00","SENECAL","GLOUCESTER CENTRE COUGARS U15 B2 (5)","ORLEANS RUSH U15 B2 (1)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B208","2021-10-16","17:30","BARRETT WEST","LEITRIM HAWKS U15 B3 (1)","ORLEANS RUSH U15 B3 (3)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C09","2021-10-16","18:00","BLACKBURN","BLACKBURN STINGERS U13 C1 (6)","METCALFE JETS U13 C1 (0)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A11","2021-10-16","18:00","SENECAL","ORLEANS RUSH U15 A1 (2)","METCALFE JETS U15 A1 (4)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B110","2021-10-16","19:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U15B1 (6)","RUSSELL WARRIORS U15 B1 (0)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B111","2021-10-16","20:00","BLACKBURN","ORLEANS RUSH U15 B1 (1)","LEITRIM HAWKS U15 B4 (3)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18205","2021-10-16","21:00","BLACKBURN","BLACKBURN STINGERS U18 B2 (1)","LEITRIM HAWKS U18 B2 (0)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B021","2021-10-17","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 B2","METCALFE JETS U9 B1",""
"U9 - C","HLU9C012","2021-10-17","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 C1","METCALFE JETS U9 C2",""
"U13 - C","HLU13C10","2021-10-17","10:00","RUSSELL","RUSSELL WARRIORS U13 C1 (6)","EMBRUN PANTHERS U13 C1 (3)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B019","2021-10-17","11:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B1","METCALFE JETS U9 B2",""
"U9 - A","HLU9A007","2021-10-17","11:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 A2","ORLEANS RUSH U9 A1",""
"U9 - B","HLU9B020","2021-10-17","12:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B3","LEITRIM HAWKS U9 B4",""
"U9 - C","HLU9C011","2021-10-17","12:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 C2","METCALFE JETS U9 C1",""
"U13 - A","HLU13A08","2021-10-17","13:30","BARRETT WEST","LEITRIM HAWKS U13 A2 (4)","LEITRIM HAWKS U13 A1 (1)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B18","2021-10-17","14:00","POTVIN","GLOUCESTER CENTRE COUGARS U13B2 (2)","RUSSELL WARRIORS U13 B1 (2)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B139","2021-10-17","14:30","BARRETT WEST","METCALFE JETS U15 B1 (0)","LEITRIM HAWKS U15 B4 (3)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B108","2021-10-17","14:30","MANLEY","ORLEANS RUSH U11 B1 (1)","LEITRIM HAWKS U11 B3 (4)","Game Results Entered & Game Sheet Received"
"U11 - A","HLU11A04","2021-10-17","15:00","METCALFE","METCALFE JETS U11 A1 (4)","LEITRIM HAWKS U11 A1 (3)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B19","2021-10-17","15:00","SENECAL","BLACKBURN STINGERS U13 B1 (3)","ORLEANS RUSH U13 B2 (3)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B109","2021-10-17","15:30","MANLEY","ORLEANS RUSH U11 B2 (18)","LEITRIM HAWKS U11 B2 (0)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A12","2021-10-17","15:30","BARRETT WEST","LEITRIM HAWKS U15 A2 (3)","LEITRIM HAWKS U15 A1 (2)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A09","2021-10-17","16:00","METCALFE","METCALFE JETS U13 A1 (4)","ORLEANS RUSH U13 A1 (4)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B105","2021-10-17","16:00","ARMSTRONG","LEITRIM HAWKS U18 B5 (2)","RUSSELL WARRIORS U18 B1 (0)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B211","2021-10-17","16:00","SENECAL","ORLEANS RUSH U15 B3 (2)","LEITRIM HAWKS U15 B2 (1)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B110","2021-10-17","16:30","MANLEY","BLACKBURN STINGERS U11 B1 (6)","GLOUCESTER CENTRE COUGARS U11 B2 (3)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A13","2021-10-17","17:00","SENECAL","GLOUCESTER CENTRE COUGARS U15A1 (0)","BLACKBURN STINGERS U15 A1 (1)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18206","2021-10-17","17:00","ARMSTRONG","GLOUCESTER CENTRE COUGARS U18 B1 (1)","METCALFE JETS U18 B2 (4)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B210","2021-10-17","17:00","METCALFE","METCALFE JETS U15 B2 (3)","BLACKBURN STINGERS U15 B2 (2)","Game Results Entered & Game Sheet Received"
"U11 - A","HLU11A03","2021-10-17","17:30","MANLEY","ORLEANS RUSH U11 A1 (6)","RUSSELL WARRIORS U11 A1 (1)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B107","2021-10-17","18:00","METCALFE","METCALFE JETS U18 B1 (2)","ORLEANS RUSH U18 B3 (4)","Game Results Entered & Game Sheet Received"
